agreement	disagreement	number	subject_index	verb_index	completed
De dokter ziet dat de atleet huilt	De dokter ziet dat de atleet huilen	singular	5	6	De dokter ziet dat de atleet huilt .
De dokter ziet dat de atleet luistert	De dokter ziet dat de atleet luisteren	singular	5	6	De dokter ziet dat de atleet luistert .
De dokter ziet dat de atleet loopt	De dokter ziet dat de atleet lopen	singular	5	6	De dokter ziet dat de atleet loopt .
De dokter ziet dat de atleet rent	De dokter ziet dat de atleet rennen	singular	5	6	De dokter ziet dat de atleet rent .
De dokter ziet dat de atleet slaapt	De dokter ziet dat de atleet slapen	singular	5	6	De dokter ziet dat de atleet slaapt .
De dokter ziet dat de atleet schreeuwt	De dokter ziet dat de atleet schreeuwen	singular	5	6	De dokter ziet dat de atleet schreeuwt .
De dokter ziet dat het slachtoffer huilt	De dokter ziet dat het slachtoffer huilen	singular	5	6	De dokter ziet dat het slachtoffer huilt .
De dokter ziet dat het slachtoffer luistert	De dokter ziet dat het slachtoffer luisteren	singular	5	6	De dokter ziet dat het slachtoffer luistert .
De dokter ziet dat het slachtoffer loopt	De dokter ziet dat het slachtoffer lopen	singular	5	6	De dokter ziet dat het slachtoffer loopt .
De dokter ziet dat het slachtoffer rent	De dokter ziet dat het slachtoffer rennen	singular	5	6	De dokter ziet dat het slachtoffer rent .
De dokter ziet dat het slachtoffer slaapt	De dokter ziet dat het slachtoffer slapen	singular	5	6	De dokter ziet dat het slachtoffer slaapt .
De dokter ziet dat het slachtoffer schreeuwt	De dokter ziet dat het slachtoffer schreeuwen	singular	5	6	De dokter ziet dat het slachtoffer schreeuwt .
De dokter ziet dat de vriend huilt	De dokter ziet dat de vriend huilen	singular	5	6	De dokter ziet dat de vriend huilt .
De dokter ziet dat de vriend luistert	De dokter ziet dat de vriend luisteren	singular	5	6	De dokter ziet dat de vriend luistert .
De dokter ziet dat de vriend loopt	De dokter ziet dat de vriend lopen	singular	5	6	De dokter ziet dat de vriend loopt .
De dokter ziet dat de vriend rent	De dokter ziet dat de vriend rennen	singular	5	6	De dokter ziet dat de vriend rent .
De dokter ziet dat de vriend slaapt	De dokter ziet dat de vriend slapen	singular	5	6	De dokter ziet dat de vriend slaapt .
De dokter ziet dat de vriend schreeuwt	De dokter ziet dat de vriend schreeuwen	singular	5	6	De dokter ziet dat de vriend schreeuwt .
De dokter ziet dat de jongen huilt	De dokter ziet dat de jongen huilen	singular	5	6	De dokter ziet dat de jongen huilt .
De dokter ziet dat de jongen luistert	De dokter ziet dat de jongen luisteren	singular	5	6	De dokter ziet dat de jongen luistert .
De dokter ziet dat de jongen loopt	De dokter ziet dat de jongen lopen	singular	5	6	De dokter ziet dat de jongen loopt .
De dokter ziet dat de jongen rent	De dokter ziet dat de jongen rennen	singular	5	6	De dokter ziet dat de jongen rent .
De dokter ziet dat de jongen slaapt	De dokter ziet dat de jongen slapen	singular	5	6	De dokter ziet dat de jongen slaapt .
De dokter ziet dat de jongen schreeuwt	De dokter ziet dat de jongen schreeuwen	singular	5	6	De dokter ziet dat de jongen schreeuwt .
De dokter ziet dat de leraar huilt	De dokter ziet dat de leraar huilen	singular	5	6	De dokter ziet dat de leraar huilt .
De dokter ziet dat de leraar luistert	De dokter ziet dat de leraar luisteren	singular	5	6	De dokter ziet dat de leraar luistert .
De dokter ziet dat de leraar loopt	De dokter ziet dat de leraar lopen	singular	5	6	De dokter ziet dat de leraar loopt .
De dokter ziet dat de leraar rent	De dokter ziet dat de leraar rennen	singular	5	6	De dokter ziet dat de leraar rent .
De dokter ziet dat de leraar slaapt	De dokter ziet dat de leraar slapen	singular	5	6	De dokter ziet dat de leraar slaapt .
De dokter ziet dat de leraar schreeuwt	De dokter ziet dat de leraar schreeuwen	singular	5	6	De dokter ziet dat de leraar schreeuwt .
De dokter ziet dat de dichter huilt	De dokter ziet dat de dichter huilen	singular	5	6	De dokter ziet dat de dichter huilt .
De dokter ziet dat de dichter luistert	De dokter ziet dat de dichter luisteren	singular	5	6	De dokter ziet dat de dichter luistert .
De dokter ziet dat de dichter loopt	De dokter ziet dat de dichter lopen	singular	5	6	De dokter ziet dat de dichter loopt .
De dokter ziet dat de dichter rent	De dokter ziet dat de dichter rennen	singular	5	6	De dokter ziet dat de dichter rent .
De dokter ziet dat de dichter slaapt	De dokter ziet dat de dichter slapen	singular	5	6	De dokter ziet dat de dichter slaapt .
De dokter ziet dat de dichter schreeuwt	De dokter ziet dat de dichter schreeuwen	singular	5	6	De dokter ziet dat de dichter schreeuwt .
De dokter ziet dat de vaders huilen	De dokter ziet dat de vaders huilt	plural	5	6	De dokter ziet dat de vaders huilen .
De dokter ziet dat de vaders luisteren	De dokter ziet dat de vaders luistert	plural	5	6	De dokter ziet dat de vaders luisteren .
De dokter ziet dat de vaders lopen	De dokter ziet dat de vaders loopt	plural	5	6	De dokter ziet dat de vaders lopen .
De dokter ziet dat de vaders rennen	De dokter ziet dat de vaders rent	plural	5	6	De dokter ziet dat de vaders rennen .
De dokter ziet dat de vaders slapen	De dokter ziet dat de vaders slaapt	plural	5	6	De dokter ziet dat de vaders slapen .
De dokter ziet dat de vaders schreeuwen	De dokter ziet dat de vaders schreeuwt	plural	5	6	De dokter ziet dat de vaders schreeuwen .
De dokter ziet dat de moeders huilen	De dokter ziet dat de moeders huilt	plural	5	6	De dokter ziet dat de moeders huilen .
De dokter ziet dat de moeders luisteren	De dokter ziet dat de moeders luistert	plural	5	6	De dokter ziet dat de moeders luisteren .
De dokter ziet dat de moeders lopen	De dokter ziet dat de moeders loopt	plural	5	6	De dokter ziet dat de moeders lopen .
De dokter ziet dat de moeders rennen	De dokter ziet dat de moeders rent	plural	5	6	De dokter ziet dat de moeders rennen .
De dokter ziet dat de moeders slapen	De dokter ziet dat de moeders slaapt	plural	5	6	De dokter ziet dat de moeders slapen .
De dokter ziet dat de moeders schreeuwen	De dokter ziet dat de moeders schreeuwt	plural	5	6	De dokter ziet dat de moeders schreeuwen .
De dokter ziet dat de kinderen huilen	De dokter ziet dat de kinderen huilt	plural	5	6	De dokter ziet dat de kinderen huilen .
De dokter ziet dat de kinderen luisteren	De dokter ziet dat de kinderen luistert	plural	5	6	De dokter ziet dat de kinderen luisteren .
De dokter ziet dat de kinderen lopen	De dokter ziet dat de kinderen loopt	plural	5	6	De dokter ziet dat de kinderen lopen .
De dokter ziet dat de kinderen rennen	De dokter ziet dat de kinderen rent	plural	5	6	De dokter ziet dat de kinderen rennen .
De dokter ziet dat de kinderen slapen	De dokter ziet dat de kinderen slaapt	plural	5	6	De dokter ziet dat de kinderen slapen .
De dokter ziet dat de kinderen schreeuwen	De dokter ziet dat de kinderen schreeuwt	plural	5	6	De dokter ziet dat de kinderen schreeuwen .
De dokter ziet dat de atleten huilen	De dokter ziet dat de atleten huilt	plural	5	6	De dokter ziet dat de atleten huilen .
De dokter ziet dat de atleten luisteren	De dokter ziet dat de atleten luistert	plural	5	6	De dokter ziet dat de atleten luisteren .
De dokter ziet dat de atleten lopen	De dokter ziet dat de atleten loopt	plural	5	6	De dokter ziet dat de atleten lopen .
De dokter ziet dat de atleten rennen	De dokter ziet dat de atleten rent	plural	5	6	De dokter ziet dat de atleten rennen .
De dokter ziet dat de atleten slapen	De dokter ziet dat de atleten slaapt	plural	5	6	De dokter ziet dat de atleten slapen .
De dokter ziet dat de atleten schreeuwen	De dokter ziet dat de atleten schreeuwt	plural	5	6	De dokter ziet dat de atleten schreeuwen .
De dokter ziet dat de slachtoffers huilen	De dokter ziet dat de slachtoffers huilt	plural	5	6	De dokter ziet dat de slachtoffers huilen .
De dokter ziet dat de slachtoffers luisteren	De dokter ziet dat de slachtoffers luistert	plural	5	6	De dokter ziet dat de slachtoffers luisteren .
De dokter ziet dat de slachtoffers lopen	De dokter ziet dat de slachtoffers loopt	plural	5	6	De dokter ziet dat de slachtoffers lopen .
De dokter ziet dat de slachtoffers rennen	De dokter ziet dat de slachtoffers rent	plural	5	6	De dokter ziet dat de slachtoffers rennen .
De dokter ziet dat de slachtoffers slapen	De dokter ziet dat de slachtoffers slaapt	plural	5	6	De dokter ziet dat de slachtoffers slapen .
De dokter ziet dat de slachtoffers schreeuwen	De dokter ziet dat de slachtoffers schreeuwt	plural	5	6	De dokter ziet dat de slachtoffers schreeuwen .
De dokter ziet dat de vrienden huilen	De dokter ziet dat de vrienden huilt	plural	5	6	De dokter ziet dat de vrienden huilen .
De dokter ziet dat de vrienden luisteren	De dokter ziet dat de vrienden luistert	plural	5	6	De dokter ziet dat de vrienden luisteren .
De dokter ziet dat de vrienden lopen	De dokter ziet dat de vrienden loopt	plural	5	6	De dokter ziet dat de vrienden lopen .
De dokter ziet dat de vrienden rennen	De dokter ziet dat de vrienden rent	plural	5	6	De dokter ziet dat de vrienden rennen .
De dokter ziet dat de vrienden slapen	De dokter ziet dat de vrienden slaapt	plural	5	6	De dokter ziet dat de vrienden slapen .
De dokter ziet dat de vrienden schreeuwen	De dokter ziet dat de vrienden schreeuwt	plural	5	6	De dokter ziet dat de vrienden schreeuwen .
De dokter ziet dat de jongens huilen	De dokter ziet dat de jongens huilt	plural	5	6	De dokter ziet dat de jongens huilen .
De dokter ziet dat de jongens luisteren	De dokter ziet dat de jongens luistert	plural	5	6	De dokter ziet dat de jongens luisteren .
De dokter ziet dat de jongens lopen	De dokter ziet dat de jongens loopt	plural	5	6	De dokter ziet dat de jongens lopen .
De dokter ziet dat de jongens rennen	De dokter ziet dat de jongens rent	plural	5	6	De dokter ziet dat de jongens rennen .
De dokter ziet dat de jongens slapen	De dokter ziet dat de jongens slaapt	plural	5	6	De dokter ziet dat de jongens slapen .
De dokter ziet dat de jongens schreeuwen	De dokter ziet dat de jongens schreeuwt	plural	5	6	De dokter ziet dat de jongens schreeuwen .
De dokter ziet dat de leraren huilen	De dokter ziet dat de leraren huilt	plural	5	6	De dokter ziet dat de leraren huilen .
De dokter ziet dat de leraren luisteren	De dokter ziet dat de leraren luistert	plural	5	6	De dokter ziet dat de leraren luisteren .
De dokter ziet dat de leraren lopen	De dokter ziet dat de leraren loopt	plural	5	6	De dokter ziet dat de leraren lopen .
De dokter ziet dat de leraren rennen	De dokter ziet dat de leraren rent	plural	5	6	De dokter ziet dat de leraren rennen .
De dokter ziet dat de leraren slapen	De dokter ziet dat de leraren slaapt	plural	5	6	De dokter ziet dat de leraren slapen .
De dokter ziet dat de leraren schreeuwen	De dokter ziet dat de leraren schreeuwt	plural	5	6	De dokter ziet dat de leraren schreeuwen .
De dokter ziet dat de dichters huilen	De dokter ziet dat de dichters huilt	plural	5	6	De dokter ziet dat de dichters huilen .
De dokter ziet dat de dichters luisteren	De dokter ziet dat de dichters luistert	plural	5	6	De dokter ziet dat de dichters luisteren .
De dokter ziet dat de dichters lopen	De dokter ziet dat de dichters loopt	plural	5	6	De dokter ziet dat de dichters lopen .
De dokter ziet dat de dichters rennen	De dokter ziet dat de dichters rent	plural	5	6	De dokter ziet dat de dichters rennen .
De dokter ziet dat de dichters slapen	De dokter ziet dat de dichters slaapt	plural	5	6	De dokter ziet dat de dichters slapen .
De dokter ziet dat de dichters schreeuwen	De dokter ziet dat de dichters schreeuwt	plural	5	6	De dokter ziet dat de dichters schreeuwen .
De dokter wenst dat de vader huilt	De dokter wenst dat de vader huilen	singular	5	6	De dokter wenst dat de vader huilt .
De dokter wenst dat de vader luistert	De dokter wenst dat de vader luisteren	singular	5	6	De dokter wenst dat de vader luistert .
De dokter wenst dat de vader loopt	De dokter wenst dat de vader lopen	singular	5	6	De dokter wenst dat de vader loopt .
De dokter wenst dat de vader rent	De dokter wenst dat de vader rennen	singular	5	6	De dokter wenst dat de vader rent .
De dokter wenst dat de vader slaapt	De dokter wenst dat de vader slapen	singular	5	6	De dokter wenst dat de vader slaapt .
De dokter wenst dat de vader schreeuwt	De dokter wenst dat de vader schreeuwen	singular	5	6	De dokter wenst dat de vader schreeuwt .
De dokter wenst dat de moeder huilt	De dokter wenst dat de moeder huilen	singular	5	6	De dokter wenst dat de moeder huilt .
De dokter wenst dat de moeder luistert	De dokter wenst dat de moeder luisteren	singular	5	6	De dokter wenst dat de moeder luistert .
De dokter wenst dat de moeder loopt	De dokter wenst dat de moeder lopen	singular	5	6	De dokter wenst dat de moeder loopt .
De dokter wenst dat de moeder rent	De dokter wenst dat de moeder rennen	singular	5	6	De dokter wenst dat de moeder rent .
De dokter wenst dat de moeder slaapt	De dokter wenst dat de moeder slapen	singular	5	6	De dokter wenst dat de moeder slaapt .
De dokter wenst dat de moeder schreeuwt	De dokter wenst dat de moeder schreeuwen	singular	5	6	De dokter wenst dat de moeder schreeuwt .
De dokter wenst dat het kind huilt	De dokter wenst dat het kind huilen	singular	5	6	De dokter wenst dat het kind huilt .
De dokter wenst dat het kind luistert	De dokter wenst dat het kind luisteren	singular	5	6	De dokter wenst dat het kind luistert .
De dokter wenst dat het kind loopt	De dokter wenst dat het kind lopen	singular	5	6	De dokter wenst dat het kind loopt .
De dokter wenst dat het kind rent	De dokter wenst dat het kind rennen	singular	5	6	De dokter wenst dat het kind rent .
De dokter wenst dat het kind slaapt	De dokter wenst dat het kind slapen	singular	5	6	De dokter wenst dat het kind slaapt .
De dokter wenst dat het kind schreeuwt	De dokter wenst dat het kind schreeuwen	singular	5	6	De dokter wenst dat het kind schreeuwt .
De dokter wenst dat de atleet huilt	De dokter wenst dat de atleet huilen	singular	5	6	De dokter wenst dat de atleet huilt .
De dokter wenst dat de atleet luistert	De dokter wenst dat de atleet luisteren	singular	5	6	De dokter wenst dat de atleet luistert .
De dokter wenst dat de atleet loopt	De dokter wenst dat de atleet lopen	singular	5	6	De dokter wenst dat de atleet loopt .
De dokter wenst dat de atleet rent	De dokter wenst dat de atleet rennen	singular	5	6	De dokter wenst dat de atleet rent .
De dokter wenst dat de atleet slaapt	De dokter wenst dat de atleet slapen	singular	5	6	De dokter wenst dat de atleet slaapt .
De dokter wenst dat de atleet schreeuwt	De dokter wenst dat de atleet schreeuwen	singular	5	6	De dokter wenst dat de atleet schreeuwt .
De dokter wenst dat het slachtoffer huilt	De dokter wenst dat het slachtoffer huilen	singular	5	6	De dokter wenst dat het slachtoffer huilt .
De dokter wenst dat het slachtoffer luistert	De dokter wenst dat het slachtoffer luisteren	singular	5	6	De dokter wenst dat het slachtoffer luistert .
De dokter wenst dat het slachtoffer loopt	De dokter wenst dat het slachtoffer lopen	singular	5	6	De dokter wenst dat het slachtoffer loopt .
De dokter wenst dat het slachtoffer rent	De dokter wenst dat het slachtoffer rennen	singular	5	6	De dokter wenst dat het slachtoffer rent .
De dokter wenst dat het slachtoffer slaapt	De dokter wenst dat het slachtoffer slapen	singular	5	6	De dokter wenst dat het slachtoffer slaapt .
De dokter wenst dat het slachtoffer schreeuwt	De dokter wenst dat het slachtoffer schreeuwen	singular	5	6	De dokter wenst dat het slachtoffer schreeuwt .
De dokter wenst dat de vriend huilt	De dokter wenst dat de vriend huilen	singular	5	6	De dokter wenst dat de vriend huilt .
De dokter wenst dat de vriend luistert	De dokter wenst dat de vriend luisteren	singular	5	6	De dokter wenst dat de vriend luistert .
De dokter wenst dat de vriend loopt	De dokter wenst dat de vriend lopen	singular	5	6	De dokter wenst dat de vriend loopt .
De dokter wenst dat de vriend rent	De dokter wenst dat de vriend rennen	singular	5	6	De dokter wenst dat de vriend rent .
De dokter wenst dat de vriend slaapt	De dokter wenst dat de vriend slapen	singular	5	6	De dokter wenst dat de vriend slaapt .
De dokter wenst dat de vriend schreeuwt	De dokter wenst dat de vriend schreeuwen	singular	5	6	De dokter wenst dat de vriend schreeuwt .
De dokter wenst dat de jongen huilt	De dokter wenst dat de jongen huilen	singular	5	6	De dokter wenst dat de jongen huilt .
De dokter wenst dat de jongen luistert	De dokter wenst dat de jongen luisteren	singular	5	6	De dokter wenst dat de jongen luistert .
De dokter wenst dat de jongen loopt	De dokter wenst dat de jongen lopen	singular	5	6	De dokter wenst dat de jongen loopt .
De dokter wenst dat de jongen rent	De dokter wenst dat de jongen rennen	singular	5	6	De dokter wenst dat de jongen rent .
De dokter wenst dat de jongen slaapt	De dokter wenst dat de jongen slapen	singular	5	6	De dokter wenst dat de jongen slaapt .
De dokter wenst dat de jongen schreeuwt	De dokter wenst dat de jongen schreeuwen	singular	5	6	De dokter wenst dat de jongen schreeuwt .
De dokter wenst dat de leraar huilt	De dokter wenst dat de leraar huilen	singular	5	6	De dokter wenst dat de leraar huilt .
De dokter wenst dat de leraar luistert	De dokter wenst dat de leraar luisteren	singular	5	6	De dokter wenst dat de leraar luistert .
De dokter wenst dat de leraar loopt	De dokter wenst dat de leraar lopen	singular	5	6	De dokter wenst dat de leraar loopt .
De dokter wenst dat de leraar rent	De dokter wenst dat de leraar rennen	singular	5	6	De dokter wenst dat de leraar rent .
De dokter wenst dat de leraar slaapt	De dokter wenst dat de leraar slapen	singular	5	6	De dokter wenst dat de leraar slaapt .
De dokter wenst dat de leraar schreeuwt	De dokter wenst dat de leraar schreeuwen	singular	5	6	De dokter wenst dat de leraar schreeuwt .
De dokter wenst dat de dichter huilt	De dokter wenst dat de dichter huilen	singular	5	6	De dokter wenst dat de dichter huilt .
De dokter wenst dat de dichter luistert	De dokter wenst dat de dichter luisteren	singular	5	6	De dokter wenst dat de dichter luistert .
De dokter wenst dat de dichter loopt	De dokter wenst dat de dichter lopen	singular	5	6	De dokter wenst dat de dichter loopt .
De dokter wenst dat de dichter rent	De dokter wenst dat de dichter rennen	singular	5	6	De dokter wenst dat de dichter rent .
De dokter wenst dat de dichter slaapt	De dokter wenst dat de dichter slapen	singular	5	6	De dokter wenst dat de dichter slaapt .
De dokter wenst dat de dichter schreeuwt	De dokter wenst dat de dichter schreeuwen	singular	5	6	De dokter wenst dat de dichter schreeuwt .
De dokter wenst dat de vaders huilen	De dokter wenst dat de vaders huilt	plural	5	6	De dokter wenst dat de vaders huilen .
De dokter wenst dat de vaders luisteren	De dokter wenst dat de vaders luistert	plural	5	6	De dokter wenst dat de vaders luisteren .
De dokter wenst dat de vaders lopen	De dokter wenst dat de vaders loopt	plural	5	6	De dokter wenst dat de vaders lopen .
De dokter wenst dat de vaders rennen	De dokter wenst dat de vaders rent	plural	5	6	De dokter wenst dat de vaders rennen .
De dokter wenst dat de vaders slapen	De dokter wenst dat de vaders slaapt	plural	5	6	De dokter wenst dat de vaders slapen .
De dokter wenst dat de vaders schreeuwen	De dokter wenst dat de vaders schreeuwt	plural	5	6	De dokter wenst dat de vaders schreeuwen .
De dokter wenst dat de moeders huilen	De dokter wenst dat de moeders huilt	plural	5	6	De dokter wenst dat de moeders huilen .
De dokter wenst dat de moeders luisteren	De dokter wenst dat de moeders luistert	plural	5	6	De dokter wenst dat de moeders luisteren .
De dokter wenst dat de moeders lopen	De dokter wenst dat de moeders loopt	plural	5	6	De dokter wenst dat de moeders lopen .
De dokter wenst dat de moeders rennen	De dokter wenst dat de moeders rent	plural	5	6	De dokter wenst dat de moeders rennen .
De dokter wenst dat de moeders slapen	De dokter wenst dat de moeders slaapt	plural	5	6	De dokter wenst dat de moeders slapen .
De dokter wenst dat de moeders schreeuwen	De dokter wenst dat de moeders schreeuwt	plural	5	6	De dokter wenst dat de moeders schreeuwen .
De dokter wenst dat de kinderen huilen	De dokter wenst dat de kinderen huilt	plural	5	6	De dokter wenst dat de kinderen huilen .
De dokter wenst dat de kinderen luisteren	De dokter wenst dat de kinderen luistert	plural	5	6	De dokter wenst dat de kinderen luisteren .
De dokter wenst dat de kinderen lopen	De dokter wenst dat de kinderen loopt	plural	5	6	De dokter wenst dat de kinderen lopen .
De dokter wenst dat de kinderen rennen	De dokter wenst dat de kinderen rent	plural	5	6	De dokter wenst dat de kinderen rennen .
De dokter wenst dat de kinderen slapen	De dokter wenst dat de kinderen slaapt	plural	5	6	De dokter wenst dat de kinderen slapen .
De dokter wenst dat de kinderen schreeuwen	De dokter wenst dat de kinderen schreeuwt	plural	5	6	De dokter wenst dat de kinderen schreeuwen .
De dokter wenst dat de atleten huilen	De dokter wenst dat de atleten huilt	plural	5	6	De dokter wenst dat de atleten huilen .
De dokter wenst dat de atleten luisteren	De dokter wenst dat de atleten luistert	plural	5	6	De dokter wenst dat de atleten luisteren .
De dokter wenst dat de atleten lopen	De dokter wenst dat de atleten loopt	plural	5	6	De dokter wenst dat de atleten lopen .
De dokter wenst dat de atleten rennen	De dokter wenst dat de atleten rent	plural	5	6	De dokter wenst dat de atleten rennen .
De dokter wenst dat de atleten slapen	De dokter wenst dat de atleten slaapt	plural	5	6	De dokter wenst dat de atleten slapen .
De dokter wenst dat de atleten schreeuwen	De dokter wenst dat de atleten schreeuwt	plural	5	6	De dokter wenst dat de atleten schreeuwen .
De dokter wenst dat de slachtoffers huilen	De dokter wenst dat de slachtoffers huilt	plural	5	6	De dokter wenst dat de slachtoffers huilen .
De dokter wenst dat de slachtoffers luisteren	De dokter wenst dat de slachtoffers luistert	plural	5	6	De dokter wenst dat de slachtoffers luisteren .
De dokter wenst dat de slachtoffers lopen	De dokter wenst dat de slachtoffers loopt	plural	5	6	De dokter wenst dat de slachtoffers lopen .
De dokter wenst dat de slachtoffers rennen	De dokter wenst dat de slachtoffers rent	plural	5	6	De dokter wenst dat de slachtoffers rennen .
De dokter wenst dat de slachtoffers slapen	De dokter wenst dat de slachtoffers slaapt	plural	5	6	De dokter wenst dat de slachtoffers slapen .
De dokter wenst dat de slachtoffers schreeuwen	De dokter wenst dat de slachtoffers schreeuwt	plural	5	6	De dokter wenst dat de slachtoffers schreeuwen .
De dokter wenst dat de vrienden huilen	De dokter wenst dat de vrienden huilt	plural	5	6	De dokter wenst dat de vrienden huilen .
De dokter wenst dat de vrienden luisteren	De dokter wenst dat de vrienden luistert	plural	5	6	De dokter wenst dat de vrienden luisteren .
De dokter wenst dat de vrienden lopen	De dokter wenst dat de vrienden loopt	plural	5	6	De dokter wenst dat de vrienden lopen .
De dokter wenst dat de vrienden rennen	De dokter wenst dat de vrienden rent	plural	5	6	De dokter wenst dat de vrienden rennen .
De dokter wenst dat de vrienden slapen	De dokter wenst dat de vrienden slaapt	plural	5	6	De dokter wenst dat de vrienden slapen .
De dokter wenst dat de vrienden schreeuwen	De dokter wenst dat de vrienden schreeuwt	plural	5	6	De dokter wenst dat de vrienden schreeuwen .
De dokter wenst dat de jongens huilen	De dokter wenst dat de jongens huilt	plural	5	6	De dokter wenst dat de jongens huilen .
De dokter wenst dat de jongens luisteren	De dokter wenst dat de jongens luistert	plural	5	6	De dokter wenst dat de jongens luisteren .
De dokter wenst dat de jongens lopen	De dokter wenst dat de jongens loopt	plural	5	6	De dokter wenst dat de jongens lopen .
De dokter wenst dat de jongens rennen	De dokter wenst dat de jongens rent	plural	5	6	De dokter wenst dat de jongens rennen .
De dokter wenst dat de jongens slapen	De dokter wenst dat de jongens slaapt	plural	5	6	De dokter wenst dat de jongens slapen .
De dokter wenst dat de jongens schreeuwen	De dokter wenst dat de jongens schreeuwt	plural	5	6	De dokter wenst dat de jongens schreeuwen .
De dokter wenst dat de leraren huilen	De dokter wenst dat de leraren huilt	plural	5	6	De dokter wenst dat de leraren huilen .
De dokter wenst dat de leraren luisteren	De dokter wenst dat de leraren luistert	plural	5	6	De dokter wenst dat de leraren luisteren .
De dokter wenst dat de leraren lopen	De dokter wenst dat de leraren loopt	plural	5	6	De dokter wenst dat de leraren lopen .
De dokter wenst dat de leraren rennen	De dokter wenst dat de leraren rent	plural	5	6	De dokter wenst dat de leraren rennen .
De dokter wenst dat de leraren slapen	De dokter wenst dat de leraren slaapt	plural	5	6	De dokter wenst dat de leraren slapen .
De dokter wenst dat de leraren schreeuwen	De dokter wenst dat de leraren schreeuwt	plural	5	6	De dokter wenst dat de leraren schreeuwen .
De dokter wenst dat de dichters huilen	De dokter wenst dat de dichters huilt	plural	5	6	De dokter wenst dat de dichters huilen .
De dokter wenst dat de dichters luisteren	De dokter wenst dat de dichters luistert	plural	5	6	De dokter wenst dat de dichters luisteren .
De dokter wenst dat de dichters lopen	De dokter wenst dat de dichters loopt	plural	5	6	De dokter wenst dat de dichters lopen .
De dokter wenst dat de dichters rennen	De dokter wenst dat de dichters rent	plural	5	6	De dokter wenst dat de dichters rennen .
De dokter wenst dat de dichters slapen	De dokter wenst dat de dichters slaapt	plural	5	6	De dokter wenst dat de dichters slapen .
De dokter wenst dat de dichters schreeuwen	De dokter wenst dat de dichters schreeuwt	plural	5	6	De dokter wenst dat de dichters schreeuwen .
De dokter gelooft dat de vader huilt	De dokter gelooft dat de vader huilen	singular	5	6	De dokter gelooft dat de vader huilt .
De dokter gelooft dat de vader luistert	De dokter gelooft dat de vader luisteren	singular	5	6	De dokter gelooft dat de vader luistert .
De dokter gelooft dat de vader loopt	De dokter gelooft dat de vader lopen	singular	5	6	De dokter gelooft dat de vader loopt .
De dokter gelooft dat de vader rent	De dokter gelooft dat de vader rennen	singular	5	6	De dokter gelooft dat de vader rent .
De dokter gelooft dat de vader slaapt	De dokter gelooft dat de vader slapen	singular	5	6	De dokter gelooft dat de vader slaapt .
De dokter gelooft dat de vader schreeuwt	De dokter gelooft dat de vader schreeuwen	singular	5	6	De dokter gelooft dat de vader schreeuwt .
De dokter gelooft dat de moeder huilt	De dokter gelooft dat de moeder huilen	singular	5	6	De dokter gelooft dat de moeder huilt .
De dokter gelooft dat de moeder luistert	De dokter gelooft dat de moeder luisteren	singular	5	6	De dokter gelooft dat de moeder luistert .
De dokter gelooft dat de moeder loopt	De dokter gelooft dat de moeder lopen	singular	5	6	De dokter gelooft dat de moeder loopt .
De dokter gelooft dat de moeder rent	De dokter gelooft dat de moeder rennen	singular	5	6	De dokter gelooft dat de moeder rent .
