agreement	disagreement	number	subject_index	verb_index	completed
De atleet schreeuwt en de atleten verwarren	De atleet schreeuwt en de atleten verwart	plural	5	6	De atleet schreeuwt en de atleten verwarren de persoon.
De atleet schreeuwt en de atleten inspireren	De atleet schreeuwt en de atleten inspireert	plural	5	6	De atleet schreeuwt en de atleten inspireren de persoon.
De atleet schreeuwt en de atleten bemoedigen	De atleet schreeuwt en de atleten bemoedigt	plural	5	6	De atleet schreeuwt en de atleten bemoedigen de persoon.
De atleet schreeuwt en de atleten ontmoedigen	De atleet schreeuwt en de atleten ontmoedigt	plural	5	6	De atleet schreeuwt en de atleten ontmoedigen de persoon.
De atleet schreeuwt en de atleten bewonderen	De atleet schreeuwt en de atleten bewondert	plural	5	6	De atleet schreeuwt en de atleten bewonderen de persoon.
De atleet schreeuwt en de meisjes observeren	De atleet schreeuwt en de meisjes observeert	plural	5	6	De atleet schreeuwt en de meisjes observeren de persoon.
De atleet schreeuwt en de meisjes verwarren	De atleet schreeuwt en de meisjes verwart	plural	5	6	De atleet schreeuwt en de meisjes verwarren de persoon.
De atleet schreeuwt en de meisjes inspireren	De atleet schreeuwt en de meisjes inspireert	plural	5	6	De atleet schreeuwt en de meisjes inspireren de persoon.
De atleet schreeuwt en de meisjes bemoedigen	De atleet schreeuwt en de meisjes bemoedigt	plural	5	6	De atleet schreeuwt en de meisjes bemoedigen de persoon.
De atleet schreeuwt en de meisjes ontmoedigen	De atleet schreeuwt en de meisjes ontmoedigt	plural	5	6	De atleet schreeuwt en de meisjes ontmoedigen de persoon.
De atleet schreeuwt en de meisjes bewonderen	De atleet schreeuwt en de meisjes bewondert	plural	5	6	De atleet schreeuwt en de meisjes bewonderen de persoon.
De atleet schreeuwt en de jongens observeren	De atleet schreeuwt en de jongens observeert	plural	5	6	De atleet schreeuwt en de jongens observeren de persoon.
De atleet schreeuwt en de jongens verwarren	De atleet schreeuwt en de jongens verwart	plural	5	6	De atleet schreeuwt en de jongens verwarren de persoon.
De atleet schreeuwt en de jongens inspireren	De atleet schreeuwt en de jongens inspireert	plural	5	6	De atleet schreeuwt en de jongens inspireren de persoon.
De atleet schreeuwt en de jongens bemoedigen	De atleet schreeuwt en de jongens bemoedigt	plural	5	6	De atleet schreeuwt en de jongens bemoedigen de persoon.
De atleet schreeuwt en de jongens ontmoedigen	De atleet schreeuwt en de jongens ontmoedigt	plural	5	6	De atleet schreeuwt en de jongens ontmoedigen de persoon.
De atleet schreeuwt en de jongens bewonderen	De atleet schreeuwt en de jongens bewondert	plural	5	6	De atleet schreeuwt en de jongens bewonderen de persoon.
De atleet schreeuwt en de vaders observeren	De atleet schreeuwt en de vaders observeert	plural	5	6	De atleet schreeuwt en de vaders observeren de persoon.
De atleet schreeuwt en de vaders verwarren	De atleet schreeuwt en de vaders verwart	plural	5	6	De atleet schreeuwt en de vaders verwarren de persoon.
De atleet schreeuwt en de vaders inspireren	De atleet schreeuwt en de vaders inspireert	plural	5	6	De atleet schreeuwt en de vaders inspireren de persoon.
De atleet schreeuwt en de vaders bemoedigen	De atleet schreeuwt en de vaders bemoedigt	plural	5	6	De atleet schreeuwt en de vaders bemoedigen de persoon.
De atleet schreeuwt en de vaders ontmoedigen	De atleet schreeuwt en de vaders ontmoedigt	plural	5	6	De atleet schreeuwt en de vaders ontmoedigen de persoon.
De atleet schreeuwt en de vaders bewonderen	De atleet schreeuwt en de vaders bewondert	plural	5	6	De atleet schreeuwt en de vaders bewonderen de persoon.
De atleet schreeuwt en de mannen observeren	De atleet schreeuwt en de mannen observeert	plural	5	6	De atleet schreeuwt en de mannen observeren de persoon.
De atleet schreeuwt en de mannen verwarren	De atleet schreeuwt en de mannen verwart	plural	5	6	De atleet schreeuwt en de mannen verwarren de persoon.
De atleet schreeuwt en de mannen inspireren	De atleet schreeuwt en de mannen inspireert	plural	5	6	De atleet schreeuwt en de mannen inspireren de persoon.
De atleet schreeuwt en de mannen bemoedigen	De atleet schreeuwt en de mannen bemoedigt	plural	5	6	De atleet schreeuwt en de mannen bemoedigen de persoon.
De atleet schreeuwt en de mannen ontmoedigen	De atleet schreeuwt en de mannen ontmoedigt	plural	5	6	De atleet schreeuwt en de mannen ontmoedigen de persoon.
De atleet schreeuwt en de mannen bewonderen	De atleet schreeuwt en de mannen bewondert	plural	5	6	De atleet schreeuwt en de mannen bewonderen de persoon.
De atleet schreeuwt en de vrouwen observeren	De atleet schreeuwt en de vrouwen observeert	plural	5	6	De atleet schreeuwt en de vrouwen observeren de persoon.
De atleet schreeuwt en de vrouwen verwarren	De atleet schreeuwt en de vrouwen verwart	plural	5	6	De atleet schreeuwt en de vrouwen verwarren de persoon.
De atleet schreeuwt en de vrouwen inspireren	De atleet schreeuwt en de vrouwen inspireert	plural	5	6	De atleet schreeuwt en de vrouwen inspireren de persoon.
De atleet schreeuwt en de vrouwen bemoedigen	De atleet schreeuwt en de vrouwen bemoedigt	plural	5	6	De atleet schreeuwt en de vrouwen bemoedigen de persoon.
De atleet schreeuwt en de vrouwen ontmoedigen	De atleet schreeuwt en de vrouwen ontmoedigt	plural	5	6	De atleet schreeuwt en de vrouwen ontmoedigen de persoon.
De atleet schreeuwt en de vrouwen bewonderen	De atleet schreeuwt en de vrouwen bewondert	plural	5	6	De atleet schreeuwt en de vrouwen bewonderen de persoon.
De atleet schreeuwt en de boeren observeren	De atleet schreeuwt en de boeren observeert	plural	5	6	De atleet schreeuwt en de boeren observeren de persoon.
De atleet schreeuwt en de boeren verwarren	De atleet schreeuwt en de boeren verwart	plural	5	6	De atleet schreeuwt en de boeren verwarren de persoon.
De atleet schreeuwt en de boeren inspireren	De atleet schreeuwt en de boeren inspireert	plural	5	6	De atleet schreeuwt en de boeren inspireren de persoon.
De atleet schreeuwt en de boeren bemoedigen	De atleet schreeuwt en de boeren bemoedigt	plural	5	6	De atleet schreeuwt en de boeren bemoedigen de persoon.
De atleet schreeuwt en de boeren ontmoedigen	De atleet schreeuwt en de boeren ontmoedigt	plural	5	6	De atleet schreeuwt en de boeren ontmoedigen de persoon.
De atleet schreeuwt en de boeren bewonderen	De atleet schreeuwt en de boeren bewondert	plural	5	6	De atleet schreeuwt en de boeren bewonderen de persoon.
De atleet luistert en het meisje observeert	De atleet luistert en het meisje observeren	singular	5	6	De atleet luistert en het meisje observeert de persoon.
De atleet luistert en het meisje verwart	De atleet luistert en het meisje verwarren	singular	5	6	De atleet luistert en het meisje verwart de persoon.
De atleet luistert en het meisje inspireert	De atleet luistert en het meisje inspireren	singular	5	6	De atleet luistert en het meisje inspireert de persoon.
De atleet luistert en het meisje bemoedigt	De atleet luistert en het meisje bemoedigen	singular	5	6	De atleet luistert en het meisje bemoedigt de persoon.
De atleet luistert en het meisje ontmoedigt	De atleet luistert en het meisje ontmoedigen	singular	5	6	De atleet luistert en het meisje ontmoedigt de persoon.
De atleet luistert en het meisje bewondert	De atleet luistert en het meisje bewonderen	singular	5	6	De atleet luistert en het meisje bewondert de persoon.
De atleet luistert en de jongen observeert	De atleet luistert en de jongen observeren	singular	5	6	De atleet luistert en de jongen observeert de persoon.
De atleet luistert en de jongen verwart	De atleet luistert en de jongen verwarren	singular	5	6	De atleet luistert en de jongen verwart de persoon.
De atleet luistert en de jongen inspireert	De atleet luistert en de jongen inspireren	singular	5	6	De atleet luistert en de jongen inspireert de persoon.
De atleet luistert en de jongen bemoedigt	De atleet luistert en de jongen bemoedigen	singular	5	6	De atleet luistert en de jongen bemoedigt de persoon.
De atleet luistert en de jongen ontmoedigt	De atleet luistert en de jongen ontmoedigen	singular	5	6	De atleet luistert en de jongen ontmoedigt de persoon.
De atleet luistert en de jongen bewondert	De atleet luistert en de jongen bewonderen	singular	5	6	De atleet luistert en de jongen bewondert de persoon.
De atleet luistert en de vader observeert	De atleet luistert en de vader observeren	singular	5	6	De atleet luistert en de vader observeert de persoon.
De atleet luistert en de vader verwart	De atleet luistert en de vader verwarren	singular	5	6	De atleet luistert en de vader verwart de persoon.
De atleet luistert en de vader inspireert	De atleet luistert en de vader inspireren	singular	5	6	De atleet luistert en de vader inspireert de persoon.
De atleet luistert en de vader bemoedigt	De atleet luistert en de vader bemoedigen	singular	5	6	De atleet luistert en de vader bemoedigt de persoon.
De atleet luistert en de vader ontmoedigt	De atleet luistert en de vader ontmoedigen	singular	5	6	De atleet luistert en de vader ontmoedigt de persoon.
De atleet luistert en de vader bewondert	De atleet luistert en de vader bewonderen	singular	5	6	De atleet luistert en de vader bewondert de persoon.
De atleet luistert en de man observeert	De atleet luistert en de man observeren	singular	5	6	De atleet luistert en de man observeert de persoon.
De atleet luistert en de man verwart	De atleet luistert en de man verwarren	singular	5	6	De atleet luistert en de man verwart de persoon.
De atleet luistert en de man inspireert	De atleet luistert en de man inspireren	singular	5	6	De atleet luistert en de man inspireert de persoon.
De atleet luistert en de man bemoedigt	De atleet luistert en de man bemoedigen	singular	5	6	De atleet luistert en de man bemoedigt de persoon.
De atleet luistert en de man ontmoedigt	De atleet luistert en de man ontmoedigen	singular	5	6	De atleet luistert en de man ontmoedigt de persoon.
De atleet luistert en de man bewondert	De atleet luistert en de man bewonderen	singular	5	6	De atleet luistert en de man bewondert de persoon.
De atleet luistert en de vrouw observeert	De atleet luistert en de vrouw observeren	singular	5	6	De atleet luistert en de vrouw observeert de persoon.
De atleet luistert en de vrouw verwart	De atleet luistert en de vrouw verwarren	singular	5	6	De atleet luistert en de vrouw verwart de persoon.
De atleet luistert en de vrouw inspireert	De atleet luistert en de vrouw inspireren	singular	5	6	De atleet luistert en de vrouw inspireert de persoon.
De atleet luistert en de vrouw bemoedigt	De atleet luistert en de vrouw bemoedigen	singular	5	6	De atleet luistert en de vrouw bemoedigt de persoon.
De atleet luistert en de vrouw ontmoedigt	De atleet luistert en de vrouw ontmoedigen	singular	5	6	De atleet luistert en de vrouw ontmoedigt de persoon.
De atleet luistert en de vrouw bewondert	De atleet luistert en de vrouw bewonderen	singular	5	6	De atleet luistert en de vrouw bewondert de persoon.
De atleet luistert en de boer observeert	De atleet luistert en de boer observeren	singular	5	6	De atleet luistert en de boer observeert de persoon.
De atleet luistert en de boer verwart	De atleet luistert en de boer verwarren	singular	5	6	De atleet luistert en de boer verwart de persoon.
De atleet luistert en de boer inspireert	De atleet luistert en de boer inspireren	singular	5	6	De atleet luistert en de boer inspireert de persoon.
De atleet luistert en de boer bemoedigt	De atleet luistert en de boer bemoedigen	singular	5	6	De atleet luistert en de boer bemoedigt de persoon.
De atleet luistert en de boer ontmoedigt	De atleet luistert en de boer ontmoedigen	singular	5	6	De atleet luistert en de boer ontmoedigt de persoon.
De atleet luistert en de boer bewondert	De atleet luistert en de boer bewonderen	singular	5	6	De atleet luistert en de boer bewondert de persoon.
De atleet luistert en de atleten observeren	De atleet luistert en de atleten observeert	plural	5	6	De atleet luistert en de atleten observeren de persoon.
De atleet luistert en de atleten verwarren	De atleet luistert en de atleten verwart	plural	5	6	De atleet luistert en de atleten verwarren de persoon.
De atleet luistert en de atleten inspireren	De atleet luistert en de atleten inspireert	plural	5	6	De atleet luistert en de atleten inspireren de persoon.
De atleet luistert en de atleten bemoedigen	De atleet luistert en de atleten bemoedigt	plural	5	6	De atleet luistert en de atleten bemoedigen de persoon.
De atleet luistert en de atleten ontmoedigen	De atleet luistert en de atleten ontmoedigt	plural	5	6	De atleet luistert en de atleten ontmoedigen de persoon.
De atleet luistert en de atleten bewonderen	De atleet luistert en de atleten bewondert	plural	5	6	De atleet luistert en de atleten bewonderen de persoon.
De atleet luistert en de meisjes observeren	De atleet luistert en de meisjes observeert	plural	5	6	De atleet luistert en de meisjes observeren de persoon.
De atleet luistert en de meisjes verwarren	De atleet luistert en de meisjes verwart	plural	5	6	De atleet luistert en de meisjes verwarren de persoon.
De atleet luistert en de meisjes inspireren	De atleet luistert en de meisjes inspireert	plural	5	6	De atleet luistert en de meisjes inspireren de persoon.
De atleet luistert en de meisjes bemoedigen	De atleet luistert en de meisjes bemoedigt	plural	5	6	De atleet luistert en de meisjes bemoedigen de persoon.
De atleet luistert en de meisjes ontmoedigen	De atleet luistert en de meisjes ontmoedigt	plural	5	6	De atleet luistert en de meisjes ontmoedigen de persoon.
De atleet luistert en de meisjes bewonderen	De atleet luistert en de meisjes bewondert	plural	5	6	De atleet luistert en de meisjes bewonderen de persoon.
De atleet luistert en de jongens observeren	De atleet luistert en de jongens observeert	plural	5	6	De atleet luistert en de jongens observeren de persoon.
De atleet luistert en de jongens verwarren	De atleet luistert en de jongens verwart	plural	5	6	De atleet luistert en de jongens verwarren de persoon.
De atleet luistert en de jongens inspireren	De atleet luistert en de jongens inspireert	plural	5	6	De atleet luistert en de jongens inspireren de persoon.
De atleet luistert en de jongens bemoedigen	De atleet luistert en de jongens bemoedigt	plural	5	6	De atleet luistert en de jongens bemoedigen de persoon.
De atleet luistert en de jongens ontmoedigen	De atleet luistert en de jongens ontmoedigt	plural	5	6	De atleet luistert en de jongens ontmoedigen de persoon.
De atleet luistert en de jongens bewonderen	De atleet luistert en de jongens bewondert	plural	5	6	De atleet luistert en de jongens bewonderen de persoon.
De atleet luistert en de vaders observeren	De atleet luistert en de vaders observeert	plural	5	6	De atleet luistert en de vaders observeren de persoon.
De atleet luistert en de vaders verwarren	De atleet luistert en de vaders verwart	plural	5	6	De atleet luistert en de vaders verwarren de persoon.
De atleet luistert en de vaders inspireren	De atleet luistert en de vaders inspireert	plural	5	6	De atleet luistert en de vaders inspireren de persoon.
De atleet luistert en de vaders bemoedigen	De atleet luistert en de vaders bemoedigt	plural	5	6	De atleet luistert en de vaders bemoedigen de persoon.
De atleet luistert en de vaders ontmoedigen	De atleet luistert en de vaders ontmoedigt	plural	5	6	De atleet luistert en de vaders ontmoedigen de persoon.
De atleet luistert en de vaders bewonderen	De atleet luistert en de vaders bewondert	plural	5	6	De atleet luistert en de vaders bewonderen de persoon.
De atleet luistert en de mannen observeren	De atleet luistert en de mannen observeert	plural	5	6	De atleet luistert en de mannen observeren de persoon.
De atleet luistert en de mannen verwarren	De atleet luistert en de mannen verwart	plural	5	6	De atleet luistert en de mannen verwarren de persoon.
De atleet luistert en de mannen inspireren	De atleet luistert en de mannen inspireert	plural	5	6	De atleet luistert en de mannen inspireren de persoon.
De atleet luistert en de mannen bemoedigen	De atleet luistert en de mannen bemoedigt	plural	5	6	De atleet luistert en de mannen bemoedigen de persoon.
De atleet luistert en de mannen ontmoedigen	De atleet luistert en de mannen ontmoedigt	plural	5	6	De atleet luistert en de mannen ontmoedigen de persoon.
De atleet luistert en de mannen bewonderen	De atleet luistert en de mannen bewondert	plural	5	6	De atleet luistert en de mannen bewonderen de persoon.
De atleet luistert en de vrouwen observeren	De atleet luistert en de vrouwen observeert	plural	5	6	De atleet luistert en de vrouwen observeren de persoon.
De atleet luistert en de vrouwen verwarren	De atleet luistert en de vrouwen verwart	plural	5	6	De atleet luistert en de vrouwen verwarren de persoon.
De atleet luistert en de vrouwen inspireren	De atleet luistert en de vrouwen inspireert	plural	5	6	De atleet luistert en de vrouwen inspireren de persoon.
De atleet luistert en de vrouwen bemoedigen	De atleet luistert en de vrouwen bemoedigt	plural	5	6	De atleet luistert en de vrouwen bemoedigen de persoon.
De atleet luistert en de vrouwen ontmoedigen	De atleet luistert en de vrouwen ontmoedigt	plural	5	6	De atleet luistert en de vrouwen ontmoedigen de persoon.
De atleet luistert en de vrouwen bewonderen	De atleet luistert en de vrouwen bewondert	plural	5	6	De atleet luistert en de vrouwen bewonderen de persoon.
De atleet luistert en de boeren observeren	De atleet luistert en de boeren observeert	plural	5	6	De atleet luistert en de boeren observeren de persoon.
De atleet luistert en de boeren verwarren	De atleet luistert en de boeren verwart	plural	5	6	De atleet luistert en de boeren verwarren de persoon.
De atleet luistert en de boeren inspireren	De atleet luistert en de boeren inspireert	plural	5	6	De atleet luistert en de boeren inspireren de persoon.
De atleet luistert en de boeren bemoedigen	De atleet luistert en de boeren bemoedigt	plural	5	6	De atleet luistert en de boeren bemoedigen de persoon.
De atleet luistert en de boeren ontmoedigen	De atleet luistert en de boeren ontmoedigt	plural	5	6	De atleet luistert en de boeren ontmoedigen de persoon.
De atleet luistert en de boeren bewonderen	De atleet luistert en de boeren bewondert	plural	5	6	De atleet luistert en de boeren bewonderen de persoon.
De atleet huilt en het meisje observeert	De atleet huilt en het meisje observeren	singular	5	6	De atleet huilt en het meisje observeert de persoon.
De atleet huilt en het meisje verwart	De atleet huilt en het meisje verwarren	singular	5	6	De atleet huilt en het meisje verwart de persoon.
De atleet huilt en het meisje inspireert	De atleet huilt en het meisje inspireren	singular	5	6	De atleet huilt en het meisje inspireert de persoon.
De atleet huilt en het meisje bemoedigt	De atleet huilt en het meisje bemoedigen	singular	5	6	De atleet huilt en het meisje bemoedigt de persoon.
De atleet huilt en het meisje ontmoedigt	De atleet huilt en het meisje ontmoedigen	singular	5	6	De atleet huilt en het meisje ontmoedigt de persoon.
De atleet huilt en het meisje bewondert	De atleet huilt en het meisje bewonderen	singular	5	6	De atleet huilt en het meisje bewondert de persoon.
De atleet huilt en de jongen observeert	De atleet huilt en de jongen observeren	singular	5	6	De atleet huilt en de jongen observeert de persoon.
De atleet huilt en de jongen verwart	De atleet huilt en de jongen verwarren	singular	5	6	De atleet huilt en de jongen verwart de persoon.
De atleet huilt en de jongen inspireert	De atleet huilt en de jongen inspireren	singular	5	6	De atleet huilt en de jongen inspireert de persoon.
De atleet huilt en de jongen bemoedigt	De atleet huilt en de jongen bemoedigen	singular	5	6	De atleet huilt en de jongen bemoedigt de persoon.
De atleet huilt en de jongen ontmoedigt	De atleet huilt en de jongen ontmoedigen	singular	5	6	De atleet huilt en de jongen ontmoedigt de persoon.
De atleet huilt en de jongen bewondert	De atleet huilt en de jongen bewonderen	singular	5	6	De atleet huilt en de jongen bewondert de persoon.
De atleet huilt en de vader observeert	De atleet huilt en de vader observeren	singular	5	6	De atleet huilt en de vader observeert de persoon.
De atleet huilt en de vader verwart	De atleet huilt en de vader verwarren	singular	5	6	De atleet huilt en de vader verwart de persoon.
De atleet huilt en de vader inspireert	De atleet huilt en de vader inspireren	singular	5	6	De atleet huilt en de vader inspireert de persoon.
De atleet huilt en de vader bemoedigt	De atleet huilt en de vader bemoedigen	singular	5	6	De atleet huilt en de vader bemoedigt de persoon.
De atleet huilt en de vader ontmoedigt	De atleet huilt en de vader ontmoedigen	singular	5	6	De atleet huilt en de vader ontmoedigt de persoon.
De atleet huilt en de vader bewondert	De atleet huilt en de vader bewonderen	singular	5	6	De atleet huilt en de vader bewondert de persoon.
De atleet huilt en de man observeert	De atleet huilt en de man observeren	singular	5	6	De atleet huilt en de man observeert de persoon.
De atleet huilt en de man verwart	De atleet huilt en de man verwarren	singular	5	6	De atleet huilt en de man verwart de persoon.
De atleet huilt en de man inspireert	De atleet huilt en de man inspireren	singular	5	6	De atleet huilt en de man inspireert de persoon.
De atleet huilt en de man bemoedigt	De atleet huilt en de man bemoedigen	singular	5	6	De atleet huilt en de man bemoedigt de persoon.
De atleet huilt en de man ontmoedigt	De atleet huilt en de man ontmoedigen	singular	5	6	De atleet huilt en de man ontmoedigt de persoon.
De atleet huilt en de man bewondert	De atleet huilt en de man bewonderen	singular	5	6	De atleet huilt en de man bewondert de persoon.
De atleet huilt en de vrouw observeert	De atleet huilt en de vrouw observeren	singular	5	6	De atleet huilt en de vrouw observeert de persoon.
De atleet huilt en de vrouw verwart	De atleet huilt en de vrouw verwarren	singular	5	6	De atleet huilt en de vrouw verwart de persoon.
De atleet huilt en de vrouw inspireert	De atleet huilt en de vrouw inspireren	singular	5	6	De atleet huilt en de vrouw inspireert de persoon.
De atleet huilt en de vrouw bemoedigt	De atleet huilt en de vrouw bemoedigen	singular	5	6	De atleet huilt en de vrouw bemoedigt de persoon.
De atleet huilt en de vrouw ontmoedigt	De atleet huilt en de vrouw ontmoedigen	singular	5	6	De atleet huilt en de vrouw ontmoedigt de persoon.
De atleet huilt en de vrouw bewondert	De atleet huilt en de vrouw bewonderen	singular	5	6	De atleet huilt en de vrouw bewondert de persoon.
De atleet huilt en de boer observeert	De atleet huilt en de boer observeren	singular	5	6	De atleet huilt en de boer observeert de persoon.
De atleet huilt en de boer verwart	De atleet huilt en de boer verwarren	singular	5	6	De atleet huilt en de boer verwart de persoon.
De atleet huilt en de boer inspireert	De atleet huilt en de boer inspireren	singular	5	6	De atleet huilt en de boer inspireert de persoon.
De atleet huilt en de boer bemoedigt	De atleet huilt en de boer bemoedigen	singular	5	6	De atleet huilt en de boer bemoedigt de persoon.
De atleet huilt en de boer ontmoedigt	De atleet huilt en de boer ontmoedigen	singular	5	6	De atleet huilt en de boer ontmoedigt de persoon.
De atleet huilt en de boer bewondert	De atleet huilt en de boer bewonderen	singular	5	6	De atleet huilt en de boer bewondert de persoon.
De atleet huilt en de atleten observeren	De atleet huilt en de atleten observeert	plural	5	6	De atleet huilt en de atleten observeren de persoon.
De atleet huilt en de atleten verwarren	De atleet huilt en de atleten verwart	plural	5	6	De atleet huilt en de atleten verwarren de persoon.
De atleet huilt en de atleten inspireren	De atleet huilt en de atleten inspireert	plural	5	6	De atleet huilt en de atleten inspireren de persoon.
De atleet huilt en de atleten bemoedigen	De atleet huilt en de atleten bemoedigt	plural	5	6	De atleet huilt en de atleten bemoedigen de persoon.
De atleet huilt en de atleten ontmoedigen	De atleet huilt en de atleten ontmoedigt	plural	5	6	De atleet huilt en de atleten ontmoedigen de persoon.
De atleet huilt en de atleten bewonderen	De atleet huilt en de atleten bewondert	plural	5	6	De atleet huilt en de atleten bewonderen de persoon.
De atleet huilt en de meisjes observeren	De atleet huilt en de meisjes observeert	plural	5	6	De atleet huilt en de meisjes observeren de persoon.
De atleet huilt en de meisjes verwarren	De atleet huilt en de meisjes verwart	plural	5	6	De atleet huilt en de meisjes verwarren de persoon.
De atleet huilt en de meisjes inspireren	De atleet huilt en de meisjes inspireert	plural	5	6	De atleet huilt en de meisjes inspireren de persoon.
De atleet huilt en de meisjes bemoedigen	De atleet huilt en de meisjes bemoedigt	plural	5	6	De atleet huilt en de meisjes bemoedigen de persoon.
De atleet huilt en de meisjes ontmoedigen	De atleet huilt en de meisjes ontmoedigt	plural	5	6	De atleet huilt en de meisjes ontmoedigen de persoon.
De atleet huilt en de meisjes bewonderen	De atleet huilt en de meisjes bewondert	plural	5	6	De atleet huilt en de meisjes bewonderen de persoon.
